indicador,valor
H_media,1.524587582625232
H_min,1.1240317533147708
H_max,2.084694544669513
M_media,1.3992672233504713
M_min,1.012498916976056
M_max,1.9833905165255967
gap_media,-0.1253203592747608
gap_min,-0.1732072199776591
gap_max,-0.01846510248249511
