sexo,termino,beta,se
H,b1,4.896917674011888,NA
H,b2,-0.12100885287986105,NA
H,b3,0.6716356947215516,NA
H,b4,0.10554890017349888,NA
H,b5,-4.8564188650573765,NA
M,b1,6.123468327674614,NA
M,b2,-0.1492795654791934,NA
M,b3,0.40193698921531057,NA
M,b4,-0.09211121807620902,NA
M,b5,-6.042362429847419,NA
